"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Heavily indebted poor countries (HIPC)","HPC","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","33.3622746882092","34.4986175405967","35.3595249387472","36.5243377782835","36.6101429085061","37.8221927512804","40.3101600511153","40.8314309518742","42.4080983516413","43.6804853598582","44.5016097638347","44.7142539103319","45.163180793773","47.2662206836241","48.8499649825441","49.5345701549145","49.4850957944102","51.0362057575685","50.7730705967977","51.6760076323728","53.715879750228","53.8677949450508","54.1494296274598","53.8274977846615","56.1942819581881","57.7822190798026","57.4759583488917","60.3529285659517","61.4014977417798","62.3355157640965","67.4955330175207","66.9616900516856","67.8402017494917","68.9150376410444","71.957217803278","75.8560234018652","76.4142657075696","80.143576943489","82.9246740291879","83.6474687286511","87.0568619235246","91.1731336801228","95.3369595467345","97.1922557067027","102.171048170367","105.283084951756","107.397806198849","111.910953985687","117.163075164578","125.101220430634","127.575738206947","128.855241972186","133.240668953591","136.327292177284","","","",
"Croatia","HRV","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.14","91.31","83.55","85.75","86.96","87.96","97.09","97.2","78.39","86.39","90.01","75.71","90.42","99.65","109.93","110.34","124.97","127.5","117.49","119.39","106.53","120.6","108.97","114.88","128.23","",
"Haiti","HTI","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","63.29","64.71","66.96","68.34","70.29","71.74","74.23","75.42","77.64","79.92","82.21","85.17","86.21","88.2","89.25","91.67","89.66","94.08","96.44","95.99","97.4","99.52","102","103","103.79","102.6","101.47","98.79","98.63","93.36","92","89.16","87.49","86.49","84.46","85.96","91.02","89.47","92.56","95.76","92.46","94.28","95.33","97.3","101.4","101.31","110.5","109.46","122.03","133.21","141.47","143.36","152.55","158.18","162","157.13","",
"Hungary","HUN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","64.22","65.82","72.13","72.09","68.5","77.04","78.92","79.72","89.91","79.1","87.03","92.64","97.44","98.43","100.48","97.34","105.26","106.11","106.08","115.63","112.09","125.36","119.37","123.71","117.73","120.53","119.6","126.49","123.96","120.91","123.03","97.68","89.47","89.55","87.46","93.48","96.94","95.93","91.23","91.3","104.44","90.59","83.3","110.78","95.11","94.12","82.46","103.98","93.11","79.49","87.92","80.47","90.09","98.88","91.89","87.2","",
"IBRD only","IBD","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","22.6033454762237","23.2988572458034","24.1129588444628","25.003023452276","25.6770146536615","26.5912188771148","27.4425653531814","28.2112574795242","28.7378679719601","29.9096547931211","30.8080262358069","30.9599679557","32.3930173827745","33.121809367881","34.6094531463255","35.6788366315708","36.5402000695346","38.6253419534844","39.2543657102895","40.2707808469312","42.266882013455","43.9722553557191","45.7109309995546","48.2547662565378","49.4516858335653","51.1429287429349","52.04110946045","54.4871712496654","56.3804307905447","59.0111609861624","60.4817613267705","65.9790855692518","68.5594724491747","70.016172850174","73.1876262626096","76.0579188884479","77.7505965966287","79.6748105023915","82.6768882002764","84.7883568644542","86.9317814854524","89.0959888829491","93.0764896035061","96.2174137113683","100.046916699436","103.641787851017","108.731294732638","113.047323392803","114.44770539163","118.031258395445","123.357198585181","125.809452346744","130.426832908554","132.06829034022","","","",
"IDA & IBRD total","IBT","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","23.5416897348582","24.2806110287186","25.1459685608672","26.0466396960639","26.6752490284417","27.4474189554088","28.5341012723602","29.3041524459901","29.985787476125","31.1379082988398","31.8577633444903","31.926660747984","33.2409153838378","34.1488995266469","35.5831538057228","36.5373819402898","37.3470677795781","39.29942198734","39.853228081676","40.9828697691139","42.9188113746202","44.5202331893068","46.1036707974471","48.2877145736704","49.667551785164","51.4061018660388","52.1572657215731","54.7110023814159","56.5800788555243","59.004127098069","60.8201587824175","65.8416523807524","68.3286660950516","69.7047022616666","72.8457084111486","75.6723022810148","77.2511671827755","79.4248836470905","82.524494192151","84.6338393021124","86.6714306604989","89.0568226302947","92.9685326045364","96.0914266627882","100.169175929266","103.915193555978","108.398585177856","112.859493568207","114.282934155318","118.238050077859","123.087891071086","125.541214894193","129.94409210984","131.91925003838","","","",
"IDA total","IDA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","28.6860669078024","29.6629765132481","30.8093394991981","31.7681598444034","32.1479676853882","32.1414489957892","34.5183361780478","35.2958381905101","36.8273795163854","37.871683498363","37.6128405134624","37.2264558797965","37.8894301283117","39.7798170909533","40.9213688578119","41.2442694684763","41.7706381173702","42.9949973659864","43.1364302590723","44.8868250207971","46.4929479381358","47.5244660520839","48.2568268833865","48.4683503786901","50.851014958303","52.8489218061303","52.7940806354143","55.9381338464149","57.6746291110968","58.9655645204096","62.6752609552297","65.0776841455079","67.0470791381463","67.9752150245958","70.9471581722247","73.5311081343888","74.4780103296165","78.0371272347901","81.6783035668281","83.7758573229662","85.2257935906369","88.839346128214","92.369085148629","95.3918646476403","100.848038670744","105.438597266027","106.544743209951","111.812914632746","113.364836587668","119.390283591938","121.587322287513","124.058291823821","127.275309430112","131.085986990615","","","",
"IDA blend","IDB","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","23.7545742003577","24.7592330542923","25.5589742942147","26.2610164880109","27.2304433009051","27.2242198901156","28.8637211648102","29.94291810661","31.8190582676435","33.5922668949054","32.8329003944303","32.1516985627752","32.9411376947144","35.1503606723743","34.9152815848261","35.190882802285","35.912770476389","36.0366144103151","37.1396011131928","37.9795689287159","39.2618967407872","40.744589788563","41.2826501646881","42.4325737549395","45.2141696997057","48.1146240719806","48.7641472717162","52.079788718167","55.737488638775","57.555775918262","61.8031859902316","65.9143909555181","69.5744033972836","70.7532118905326","73.7500133973837","74.9647610728345","76.8683600981898","80.0675878174234","83.4071443278487","84.4749854793999","84.1826444529894","86.809379363237","90.2950603021015","95.1605258410823","100.06606748082","105.192338733986","104.786931958634","110.052542373049","107.498486647072","113.077337844475","114.007001904279","119.830158620335","123.436405595081","128.982615839165","","","",
"Indonesia","IDN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","20.13","21.55","20.36","21.9","21.76","22.39","21.59","24.87","25.19","26.92","27.78","27.72","30.16","31.67","31.04","30.71","32.09","34.17","35.65","38.76","41.55","41.39","44.5","48.49","49.6","52.55","53.34","56.4","59.76","61.88","62.98","68.13","68.9","70.18","76.56","78","75.11","75.11","75.39","78.08","80.48","85.79","91.86","95.72","98.01","106.27","108.82","113.84","121.03","123.78","126.36","136.08","137.21","140.39","143.84","144.56","",
"IDA only","IDX","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","31.7704871629358","32.7300408988341","34.093199730939","35.2126229155415","35.2236514015406","35.2169480287239","38.0550359394571","38.6438417485335","39.9598524652989","40.5482603554944","40.6024716446633","40.4004815120107","40.9843578339676","42.6753276381281","44.677898237026","45.0303824271688","45.4344629824981","47.3471435831037","46.8871691086303","49.2069937530039","51.0156355100627","51.7649646019312","52.6188513676889","52.2434490715568","54.3766005613036","55.810005739804","55.3146172824752","58.3513500003995","58.8862207455827","59.8473219877492","63.2206425046272","64.5088768242899","65.332169707467","66.0902123358553","69.0452879072296","72.5583065892081","72.8560445901874","76.6593633846662","80.5052030774477","83.3014656953835","85.9336197776761","90.2167748996266","93.7764094189177","95.548839004854","101.378643227429","105.605695364918","107.737501551639","113.007410740139","117.345433379085","123.673916829166","126.730929351696","126.889834719193","129.846188907404","132.483282484759","","","",
"Isle of Man","IMN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","32.12","31.68","32.4","33.23","31.67","31.63","33.55","35.4","36.62","38.52","38.96","37.34","40.31","39.04","43.38","42.99","46.53","48","45.78","47.65","51.02","50.71","56.79","57.86","59.1","60.08","59.54","65.24","68.93","70.13","71.13","74.12","76.9","79.03","81.05","84.09","86.51","88.02","92.14","91.53","94.63","87.38","96.38","94.74","100.03","105.23","114.49","117","114.27","123.19","130.87","133.81","139.06","142.88","141","144.39","",
"Not classified","INX","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","49.58","48.36","48.9","50.62","49.11","51.26","58.36","58.49","58.11","57.65","63.79","62.26","60.12","67.07","76.93","69.69","78.55","84.46","80.02","86.5","76.26","81.9","85.68","91.91","93.81","96.05","94.16","90.99","89.82","98.68","100.54","103.62","104.12","98.7","99.29","102.78","100.09","104.97","112.57","107.63","103.79","99.98","101.84","101.65","98.54","99.82","101.01","94.24","94.82","101.49","102.53","96.55","100.65","102.7","109.01","110.02","",
"Iran, Islamic Rep.","IRN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","14.63","15.46","15","15.33","16.42","17.33","17.52","19.1","19.71","20.23","20.3","22.4","23.3","24.49","25.07","27.52","27.6","29.58","28.68","30.18","34.34","38.05","38.35","39.69","42.49","46.96","46.84","45.69","46.32","54.53","55.31","62.85","65.33","66.87","67.89","72.49","72.04","81.44","77.05","77.61","79.06","90.84","94.57","92.83","102.57","104.6","114.6","88.67","99.24","103.18","102.61","105.9","110.11","113.86","112.41","113.29","",
"Iraq","IRQ","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","44.75","51.12","44.69","49","51.47","54.55","58.06","60.47","63.87","60.93","64.97","74.85","63.96","63.51","65.15","73.84","75.02","79","72.37","77.1","76.57","87.68","79.96","89.12","107.45","102.25","95.14","100.03","108.25","116.09","76.74","83.99","100.72","98.86","99.89","101.33","99.23","107.09","101","97.5","111.92","126.67","94.09","95.18","102.02","102.79","101.58","92.55","91.22","103.53","110.77","111.2","123.87","118.76","64.92","66.64","",
"Iceland","ISL","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","86.84","91.86","90.42","89.77","95.37","90.31","95.6","88.48","88.23","86.64","87.48","93.48","95.89","101.97","103.22","101.62","103.03","109.3","109.71","103.14","103.2","102.96","100.77","102.09","105.08","105.61","101.14","87.8","85.02","85.7","86.82","85.56","83.17","85.75","85.03","83.78","85.07","86.14","90.82","93.46","94.35","98.17","99.16","99.34","99.07","101.59","106.82","109.39","109.18","110.82","111.19","114.93","114.41","115.45","119.8","123.37","",
"Israel","ISR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","23.95","25.82","27.44","31.37","31.39","32.41","37.12","38.27","39.1","40.75","45.3","49.04","49.31","51.84","52.72","55.31","56.51","57.74","57.44","57.83","58.04","63.19","65.87","64.72","65.05","62.42","66.83","62.64","64.81","72.63","65.38","68.84","69.62","71.38","77.28","77.48","76.47","77.84","79.65","87.65","87.47","94.36","92.43","100.04","100.03","99.93","103.78","104.07","105.11","104.93","105.77","108.92","108.83","110.36","106.64","109.69","",
"Italy","ITA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","70.57","71.94","71.64","75.25","78.19","80.51","85.5","82.27","85.1","85.5","85.08","79.52","87.5","88.47","89.5","85.92","87.99","90.06","96.66","101.39","97","94.19","104.87","94.98","95.78","95.52","100.16","93.31","96.11","89.54","99.68","100.59","96.74","96.76","94.78","97.29","95.39","95.97","102.9","98.8","97.95","94.78","92.72","103.37","100.42","96.2","94.9","98.68","101.4","98.22","96.32","92.67","91.5","87.83","93.4","92.59","",
"Jamaica","JAM","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","69.93","69.72","74.09","76.86","79.46","80.98","79.66","74.74","71.61","74.23","79.71","79.42","74.52","75.27","73.86","76.12","76.27","81.78","78.14","75.95","74.2","71.69","74.77","80.96","75.9","77.27","79.74","79.59","73.89","89.51","90.36","96.04","97.85","101.53","103.71","109.15","102.25","100.99","104.97","97.62","101.68","100.46","105.41","102.43","96.3","101.27","100.8","95.93","98.79","97.66","101.96","103.69","102.97","102.72","101.63","105.58","",
"Jordan","JOR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","37.91","28.58","31.6","44.66","40","33.25","38.62","20.11","21.08","16.74","21.51","24.74","16.07","25.75","18.58","17.73","19.92","29.07","22.44","30.1","29.15","30.29","34.28","36.45","43.36","40.34","43.85","49.06","42.93","57.17","52.12","68.71","59.73","69.25","70.43","66.02","67.23","74.78","64.18","77.15","70.9","89.29","86.3","97.95","100.77","101.28","102.07","105.81","112.66","126.88","129.53","128","133.02","134.89","150.33","145.5","",
"Japan","JPN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","67.79","72.34","73.98","76.31","78.85","80.42","86.62","90.91","90.95","91.97","90.12","96","95.98","97.27","99.96","97.4","105.76","106.35","108.84","104.32","104.8","108.54","109.06","112.42","115.12","116.36","116.03","113.82","114.79","114","110.19","113.91","106.21","112.9","109.66","107.34","107.67","103.03","104.1","103.58","101.57","102.55","99.22","99.97","101","99.03","100.64","101.2","99.76","97.4","95.79","97.4","97.02","96.87","95.79","92.18","",
"Kazakhstan","KAZ","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141.16","124.8","105.35","85.87","80.73","80.14","65.41","86.91","78.38","92.8","94.6","93.4","92.4","99.71","107.89","119.37","111.39","125.02","107.35","141.43","108.33","123.36","125.25","131.29","141.39","",
"Kenya","KEN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","23.87","24.39","24.39","25.57","26.1","25.79","26.97","29.09","29.83","31.17","31.88","33.2","34.48","35.17","35.58","38.3","41.64","42.21","45.19","42.88","42.95","48.5","49.88","44.93","51.24","56.92","57.04","61.76","65.38","63.96","67.31","70.12","67.26","68.71","68.78","64.19","67.48","71.39","77.92","72.01","80.48","84.49","86.46","88.87","103.32","107.81","108.46","111.68","117.82","123.63","117.21","122.7","126.12","125.11","128.23","125.56","",
"Kyrgyz Republic","KGZ","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.53","73.61","71.01","68.64","76.55","82.07","84.78","90.75","94.5","100.53","94.53","99.24","101.41","98.09","100.5","100.06","102","104.56","104.51","105.99","104.38","106.3","106.47","114.32","117.81","",
"Cambodia","KHM","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","38.22","34.24","41.94","44.2","41.12","40.05","42.39","52.35","44.18","59.2","46.37","36.7","26.71","20.98","24.64","24.11","22.39","20.97","14.46","27.4","26.16","33.16","35.57","27.32","35.08","39.06","36.39","46.27","48.41","46.45","47.49","48.01","49.93","48.08","62.19","62.66","64.3","65.11","73.25","74.67","76.06","72.77","86.26","82.23","104.07","113.7","119.33","129.72","134.86","146.55","168.16","172.88","175.61","176.12","178.57","187.64","",
"Kiribati","KIR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","45.34","42.15","38.63","41.56","53.38","51.83","58.71","44.56","45.41","47.74","54.26","42.11","53.98","64.82","41.24","52.7","53.38","61.3","56.62","52.07","64.4","60.3","50.89","71.86","72.37","77.32","82.19","87.27","62.38","52.63","62.43","63.69","63.82","64.52","64.94","74.63","74.94","78.32","78.81","74.46","75.53","77.07","77.64","94.32","95.33","110.34","114.8","116.02","116.37","60.1","60.58","60.58","60.05","60.49","60.53","60.39","",
"St. Kitts and Nevis","KNA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","260.67","247.78","227.08","241.11","222.42","227.03","214.2","209.57","167.62","212.95","184.23","169.13","151.11","154.83","155.57","213.82","228.89","234.9","246.88","231.4","224.79","229.81","191.04","200.5","184.05","181.08","180.46","186.27","173.29","126.81","146.52","189.49","156.52","138.37","138.42","149.86","205.73","173.03","146.41","141.02","141.4","140.4","142.48","177.89","90.72","31.39","33.85","36.74","35.21","34.34","38.63","39.38","39.97","39.11","37.77","39.12","",
"Korea, Rep.","KOR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","25.03","23.34","26.07","29.74","29.98","32.61","30.83","30.76","35.58","35.33","36.5","36.59","37.99","40.44","46.07","51.49","55.58","60.07","62.67","53.4","59.81","61.83","63.86","66.55","69.58","72.54","73.76","78.57","79.96","79.29","78.27","85.96","86.53","87.14","91.91","96.7","99.1","97.76","102.79","103.51","103.56","100.41","98.43","99.32","99.9","100.78","101.47","104.7","107.62","101.23","98.02","99.3","103.61","106.12","104.3","102.84","",
"Kuwait","KWT","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","8.28","8.41","9.46","8.02","10.08","10.69","9.05","8.84","13.06","14.7","15.64","15.5","15.79","17.11","16.33","18.73","20.16","22.53","29.28","32.66","28.79","25.26","33.94","40.62","51","57.31","63.06","65.07","62.76","47.57","7.05","13.96","31.81","46.63","52.53","59.58","64.04","69.23","74.26","77.2","82.51","82.25","90.99","95.98","96.84","107.17","116.48","107.66","130.02","130.54","173.82","175.3","196.62","190.2","191.25","191.59","",
"Latin America & Caribbean (excluding high income)","LAC","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","21.6255263835088","22.1953555982467","22.6558313442221","24.2026593973332","26.194145395856","26.2173564896112","27.621014814869","28.3025984864567","29.0424199304395","31.2503858180081","31.6511139967584","32.7759561508082","33.1718984463852","34.6544221526697","36.073991966792","38.2924021356635","40.1372999619126","41.0931479985007","41.8875130771483","44.9975430464441","46.4995869966433","48.1608118514093","48.0473685958543","50.434327415474","52.760031382606","52.8396614374389","55.4013713818207","57.4013381541353","58.8951208887439","58.703248089575","60.3888117660916","62.3001680372807","63.2442778210094","66.8318659063057","70.7693085222813","71.109042433817","74.329737643456","75.0459277302426","80.1825844830806","82.0407820888235","85.7776483182394","89.1863756492127","94.7134850238693","97.3824913846699","99.2777078174079","103.597973548834","109.572686337587","113.518869747079","113.868632607305","119.336849482806","123.444159720009","123.470295895804","131.055098132101","132.102132237113","","","",
"Lao PDR","LAO","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","17.6","17.17","17.44","22.43","22.92","23.7","25.39","24.58","27.14","27.27","25.37","25.24","25.98","26.45","25.85","21.79","22.73","23.57","27.73","32.96","35.68","34.91","35.45","40.62","42.05","43.71","39.97","36.42","45.92","48.47","43.36","50.95","47.99","55.1","52.3","52.01","58.48","60.65","73.41","81.85","84.27","92.83","91.32","96.32","100.95","102.73","110.08","112.78","120.05","126.4","138.93","146.92","155.88","182.64","202.98","211.35","",
"Lebanon","LBN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","31.01","29.19","32.91","34.98","35.19","34.81","41.71","40.65","34.68","38.74","43.59","47.98","43.59","51.55","41.05","36.23","37.05","44.92","48.71","55.75","50.41","59.23","56.36","56.54","59.39","64.05","72.32","72.68","77.53","83.64","95.93","101.02","99.06","103.64","111.29","116.18","103.79","98.34","97.39","98.52","89.53","98.08","95.29","103.36","96.76","99.88","99.54","103.48","93.66","93.45","87.26","87.75","93.35","90.87","89.97","87.87","",
"Liberia","LBR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","48.4","48.96","49.99","50.92","53.43","54.69","55.54","57.85","59.52","63.58","66.48","67.5","68.58","74.76","73.7","77.5","80.33","80.88","81.8","81.95","86.33","89.09","90.07","90.44","92.69","92.66","95.48","97.52","96.71","81.02","69.4","72.05","66.59","66.78","65.75","72","85.39","92.53","94.13","99.42","96.3","93.3","93.34","95.43","101.2","103.38","113.59","122.48","123.47","126.85","130.65","133.66","129.39","126.69","132.61","135.8","",
"Libya","LBY","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","15.19","15.94","15.34","14.33","25.31","26.41","29.42","31.12","24.37","27.39","22.62","35.87","42.81","40.2","48.69","52.93","40.19","50.8","51.01","59.57","59.63","64.44","68.69","65.98","68.01","68.94","66.4","68.77","73.25","77.09","78.24","77.39","79.08","83.92","91.26","95.61","98.94","100.35","105.03","94.63","91.68","95.67","97.01","97.34","100.71","101.95","107.44","106.38","109.76","111.9","114.93","116.5","115.3","113.7","116.28","117.43","",
"St. Lucia","LCA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","171.23","183.93","187.01","196.23","226.23","223.61","221.62","220.2","216.58","177.74","178.61","180.86","167.6","184.7","159.06","170.3","170.09","187.76","182.51","162.78","165.2","167.82","176.66","199.93","212.76","264.23","226","303.58","274.9","296.83","250.3","288.41","294.27","238.57","269.58","255.46","221.07","186.62","157.51","130.22","109.02","133.53","113.84","112.32","90.35","97.33","97.94","115.65","111.53","87.04","74.86","74.78","62.08","68.36","65.42","64.41","",
"Latin America & Caribbean","LCN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","24.872503041362","25.7617352729581","26.7773688221862","27.6202760198312","28.8047623141991","29.4716223305535","31.1894244149314","31.5088034316646","32.6306597307938","34.3428244462396","34.0501431630183","34.8506301160367","35.305891922395","37.2326021338011","38.5817805389385","41.2408003705139","42.6599336033586","44.0090214779522","44.8289562235642","46.6519165399272","48.7514168081067","50.2583884356639","49.8702877196498","51.9119689671986","53.9472428833966","54.3088097268407","55.9502385840245","57.9953574058981","58.6490845412453","59.585951153986","61.3276626150546","62.9839391125268","63.7561501393444","67.5106092590185","71.5735663967733","71.6939276646446","75.183965797004","76.7702768590652","81.2289706488408","82.7593247947379","85.9340640446123","88.6326568181623","93.7352368107835","96.4134523069194","100.075362356802","103.618467903744","109.835691222883","113.305451829428","110.759809406501","117.837105937176","121.992083556308","120.57764198925","128.235773776577","129.546773382151","","","",
"Least developed countries: UN classification","LDC","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","33.702286653239","34.3359695065023","35.9959782141603","36.8737970378294","37.0869324456558","37.0594352777158","39.8529077537867","40.5778108254275","41.7399575744297","42.6804246118245","42.2988565510649","41.697279856227","42.8765408634791","43.7291887052467","46.0032357107249","46.303099186383","46.8429818748498","48.5211702535887","47.9346758105836","50.0013120699956","51.9259630432443","52.7612212612643","54.0042847765552","53.0286853783949","55.4568753580265","56.6224014181134","56.3606627503719","58.711916299994","60.0480538685282","60.934717314798","64.0116981557993","64.4538119752525","65.5303219524862","66.3334070489325","68.7806587491842","71.8981582337929","72.7971340387785","75.9325065622614","80.9145862156827","83.058505152558","86.2447561685877","89.6077176896625","93.8019787900425","95.1844750354947","101.925708971103","105.984912157352","109.781954159293","115.373402183429","120.368291209564","127.771659853446","130.341342234968","129.487333992745","134.133896220615","137.103802187374","","","",
"Low income","LIC","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","35.1290802167643","36.7478261884623","37.364179139417","38.4581554879563","38.7257968328231","39.6373908003915","41.8908081073059","42.3176141984393","44.1805509005509","44.8151642158983","45.8789356486238","46.5789629274024","46.2230934187518","49.0907512553735","51.060004608867","52.4670598973288","52.2609090720368","54.3578452570273","53.4904222739559","55.3484010201069","57.6935913023163","58.4015984092481","59.2715871409016","58.2738038269316","60.6696337991204","62.7033040675749","62.1970148315672","66.2257178594245","66.3692047587678","68.5020724431951","72.5350498533793","71.3859834155023","72.246239802873","72.3482774841886","73.206395368429","76.3455795564324","76.5029217227145","81.6881142497567","83.2649814146681","84.1972194301975","87.5748793047425","92.5017852522361","94.9397595571047","97.8228189987721","102.116869585794","105.231794453085","105.980089765826","109.584510937525","114.684171189115","122.74414342509","124.739874291877","130.619964812932","131.722903488017","133.548060963403","","","",
"Liechtenstein","LIE","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","39.35","41.6","40.04","38.67","40.65","40.92","43.48","44.3","43.24","43.98","40.39","40.61","39.75","41.35","44.72","47.52","50.55","52.18","58.49","63.45","64.95","69.85","74.82","83.6","89.56","94.47","94.02","91.14","94.16","92.84","92.82","90.98","88.49","89.39","90.3","92.16","92.55","94.4","90.68","92.24","96.16","98.26","99.9","101.71","99.75","98.53","97.89","99.73","99.1","100.59","103.94","102.81","99.75","101.94","99.63","97.02","",
"Sri Lanka","LKA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","41.48","44.39","46.3","49.21","44.53","45.13","50.38","53.04","52.7","56.67","56.29","55.46","54.14","60.88","62.73","63.84","65.78","69.75","80.07","86.72","83.64","79.41","90.76","84.74","88.79","88.36","76.43","81.31","77.41","85.11","81.84","82.66","88.05","94.41","96.99","85.09","87.57","89.4","93.21","95.29","92.35","94.16","97.94","93.25","102.32","104.42","103.33","115.11","113.5","124.68","118.99","124.86","139.8","125.25","130.6","131.27","",
"Lower middle income","LMC","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","27.1167425388571","27.6815273570566","28.5020221084909","29.3392169408471","28.8629876574506","28.7049092589924","30.2552925432512","31.945937215066","32.8983814038826","34.5283265108351","34.8837999670287","33.8596490659764","35.8973547941676","36.2496311201847","38.3972428204405","38.4916516897294","40.3297979967384","41.5945100586256","41.4616785925806","43.3746783149566","45.4897554827527","46.0797543660177","49.1390094934342","50.4996418128896","52.1779252786028","54.0738205089865","53.9960666678562","57.6813989253397","60.9088967916949","62.696468999231","64.9779184393077","70.2145086173127","72.5251337250419","73.3606776823838","75.9272581480089","78.8102013790646","79.7988032892371","81.0342057471186","84.6991780202685","86.0145922911161","88.2264669756028","87.6976379019994","94.0160793241641","95.2503402624281","100.055424195916","105.314837302854","109.622128272945","114.733975430018","114.924812508646","119.675529403561","125.056129233471","128.208800786222","133.127419709937","136.189598256913","","","",
"Low & middle income","LMY","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","22.5230560118411","23.2366043024861","23.969571297973","24.9575896890692","25.7183632289011","26.2997886405451","27.348957501943","28.1476067287176","28.8355061331465","30.0979286277882","30.9524767785131","30.9563831134088","32.2397156053696","33.0316069423868","34.4883823077328","35.2698553794675","36.2350951792167","38.0924625671332","38.6463588714894","40.1167218664562","42.0110629192833","43.6167072161","45.2945791753577","47.5292730229601","48.9111995736603","50.6151569275666","51.5721499166009","54.1198694618932","56.1653981611877","58.4767321509407","60.4311167159636","65.7189680645304","68.1541121505559","69.61597677426","72.5797802103069","75.5146215982727","77.0265516365512","79.058128061843","82.3333178310585","84.59409214572","86.6441063845906","89.1441895690237","93.1036817857129","96.210060292973","100.052503056753","103.905629542756","108.31866989491","112.907601669045","114.850930919175","118.539162489645","123.418417285169","126.23351734724","130.508398234533","132.405153235865","","","",
"Lesotho","LSO","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","50.03","50.55","50.08","45.79","49.78","51.84","54.2","54.66","59.62","58.09","59.09","51.1","59.56","72.4","60.94","51.68","66.84","65.7","64.31","65.4","68.44","67.95","67.24","69.81","66.95","65.43","67.93","78.03","74.67","75.3","73.45","80.53","88.31","94.85","83.9","95.95","99.46","89.78","106.5","105.74","117.68","101.67","96","97.77","105.16","97.07","104.8","101.19","94.68","107.39","112.09","108.65","112.31","112.45","97.69","95.32","",
