"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Cuba","CUB","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","98.34","79.16","73.87","81.63","99.33","83.29","102.26","98.21","94.3","140.68","106.99","98.29","103.15","108.09","106.46","112.37","121.85","140.84","144.72","134.63","142.92","145.46","144.95","154.44","148.93","150.93","147.9","154.41","158.59","158.31","146.89","127.65","93.94","93.75","88.24","105.16","98.82","94.4","110.71","123.55","119.57","116.85","116.06","116.77","93.7","89.53","96.23","99.61","102.42","94.54","94.57","102.08","106.34","104.32","107.18","109.99","",
"Curacao","CUW","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","217.97","221.64","221.7","226.08","226.5","227.02","228.87","229.93","221.35","229.83","231.66","232.2","226.9","231.73","248.43","233.44","242.68","281.25","230.31","231.57","170.54","207.48","121.68","218.55","122.65","106.51","116.89","110.06","106.17","104.73","97.06","93.94","101.06","99.13","98.87","99.72","99.83","99.92","98.67","100.58","100.76","101.66","102.52","102.36","100.02","103.11","105.36","105.72","104.94","103.09","103.05","",
"Cyprus","CYP","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","53.82","53.99","49.62","49.61","66.51","69.02","80.83","83.6","91.12","88.56","99.15","97.93","80.76","80.23","66.19","72.46","73.26","76.16","81","82.45","84.92","85.48","88.68","92.63","90.77","88.26","91.09","98.71","104.94","99.29","86.2","96.86","104.1","93.39","110.37","107.08","101.07","106.57","109.06","108.85","105.53","109.24","105.71","109.66","98.55","91.8","90.5","89.63","85.11","84.1","87.25","81.52","77.71","79.89","80.83","79.14","",
"Czech Republic","CZE","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131.28","105.51","106.92","106.44","104.16","107.65","106.59","101.66","105.3","95.84","89.16","105.32","98.83","95.86","101.16","103.71","99.46","92.99","100.68","92.42","96.37","102.8","98","102.48","",
"Germany","DEU","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","68.16","73.12","77.93","75.38","73.03","77.76","84.98","86.08","82.73","87.45","86.53","86.56","88.23","92.17","89.2","89.01","92.75","97.57","99.21","98.59","98.78","104.79","102.08","107.67","107.23","111.57","107.32","109.11","108.71","108.34","101.17","95.7","93.1","89.86","91.92","94.66","94.93","96.43","100.78","102.12","101.71","98.2","94.64","103.42","99.56","97.02","100.51","103.98","106.24","104.55","106.22","106.7","107.32","112.98","109.04","107.92","",
"Djibouti","DJI","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","13.34","13.7","14.14","14.45","14.73","15.95","16.65","17.91","19.26","20","20.92","22.03","22.02","23.5","23.89","26.81","26.24","27.69","36.36","46.51","44.98","45.29","52.88","58.06","68.24","73.6","75.74","78.82","94.99","93.14","69.54","73.23","68.99","73.69","75.9","71.83","75.61","76.7","77.51","84.47","86.62","98.87","95.66","94.39","94.91","110.7","136.2","142.25","125.38","115.67","130.97","134.2","133.27","132.85","132.78","133.07","",
"Dominica","DMA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","81.21","78.51","78.41","94.99","107.58","104.2","103.51","112.64","117.87","100.49","95.69","95.22","87.1","96.15","100.9","113.06","111.81","124.79","91.62","78.15","102.21","107.1","108.28","113.55","118.54","144.44","160.08","177.35","152.42","153.79","149.29","142.88","147.53","128.18","113.61","133.96","129.48","120.72","118.56","118.87","108.21","106.29","94.49","98.23","99.79","101.97","104.24","102.63","105.29","104.09","103.6","106.75","106.78","107.18","109.46","110.45","",
"Denmark","DNK","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","68.44","69.88","68.33","69.35","70.53","69.49","69.19","70.81","67.27","64.47","65.75","65.04","66.21","72.19","69.65","69.53","75.57","76.9","79.87","79.21","79.48","84.12","82.7","89.88","88.51","87.77","85.14","87.36","89.86","94.74","94.08","90.96","97.67","93.95","96.94","95.88","97.36","99.27","98.1","98.45","99.54","99.4","99.73","101.14","101.54","97.32","100.95","103.89","104.36","102.05","105.13","105.62","101.8","104.93","107.03","103.33","",
"Dominican Republic","DOM","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","45.81","46.45","45.01","46.42","42.65","45.52","45.56","45.19","52.29","54.56","58.1","59.48","61.86","63.2","60.6","66.33","66.73","68.33","67.35","67.54","68.67","72.82","75.52","74.8","72.04","72.64","75.36","75.65","78.69","69.38","69.35","74.8","76.74","75.15","76.12","78.57","80.31","77.04","79.14","84.46","90.88","92.77","93.02","92.23","98.27","109.5","112.15","104.86","114.84","125.37","127.75","127.11","136.08","140.49","145.22","147.54","",
"Algeria","DZA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","33.64","34.99","35.01","31.21","36.24","24.26","26.64","34.26","31.61","32.81","34.08","30.81","29.41","31.76","34.58","32.51","26.85","26.64","30.08","32.56","33.48","30.46","32.15","34.41","42.11","42.7","43.13","41.59","45.4","44.43","56.18","61.07","59.52","54.51","61.28","72.74","59.24","66.1","70.33","66.13","70.44","73.93","85.66","94.79","98.73","106.48","95.15","101.02","122.17","130.29","144.1","149.67","164.91","142.51","151","151.62","",
"East Asia & Pacific (excluding high income)","EAP","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","15.7742813430881","16.6869752110445","17.356033360403","18.4114129518838","19.4104287182174","20.3495528111456","20.496082370425","20.8297140824293","21.2014652947506","22.302734556979","23.2849070947378","23.0851476862494","25.0106195986548","25.3445022410336","26.0717613016378","26.3697234250692","26.7543648950163","29.1479360253121","30.5011398829415","31.384895939418","33.0721498973226","35.2942298089976","37.2224705267265","40.2177086632142","40.9386034383521","42.7671857558","44.3670865816747","45.9615342416929","47.9830541067789","51.3632017113449","53.1236570914737","55.9753847914775","59.4645063686209","62.4840517156935","66.9119350051244","71.0658723214415","72.8656429936497","75.885313977903","79.260049200565","83.0208815273553","84.9830634213126","88.8157134817935","91.6466767309979","96.5561798359045","100.18692301682","103.723068665808","108.638726236498","114.206760200994","117.335075271473","120.007627515938","123.769183745529","128.572913057654","130.46795103634","132.241510390878","","","",
"Early-demographic dividend","EAR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","28.6164249964798","29.365628224582","30.2450712022263","30.9311926544768","30.6672397945243","31.1961906622298","32.9477210911871","34.1027945191685","35.2167424956817","36.4098741279369","36.9403919624905","36.7888745786647","38.0166599637128","39.1024673225163","41.2786727328805","42.1027931640107","43.8836508730219","45.8234655692186","45.4449167818077","47.2425072704147","49.909731007584","50.6725481492304","52.7230023454737","54.2997011621367","55.8928422833198","58.1028877627576","57.9530628895459","60.9824844215472","62.4953310774363","65.2512741219891","66.8181730999713","69.028398508259","71.0013015869325","72.8874844250368","75.6768178408376","78.5347689948717","79.7983065408198","82.1894707935397","85.2055459392048","86.9562818940841","88.4131749048757","88.7684957072802","94.0328918201681","95.1404600440295","100.544453937286","105.06574262295","110.600487205439","113.084734369659","113.248506534465","118.948490831731","124.033220124026","126.809016529315","131.143954081747","133.371419231145","","","",
"East Asia & Pacific","EAS","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","18.911729495285","20.0542127906711","20.8329507673639","22.0677440616196","23.0256106523903","24.1606246870852","24.3334104810368","25.0792598161515","25.4340371652123","26.5407979554658","27.5075907115726","27.622914308338","29.5411862015434","29.6652343359466","30.7050832756109","31.2970711228278","31.9513073690168","34.5017315178521","35.7761830510643","35.9974393299231","37.8027186986859","39.7513008396812","41.9852997961686","44.7068347514746","45.5809891174049","47.3071556624231","48.7373208999198","50.312561255271","52.1193628869814","55.1760226493946","56.6885566282644","59.6974488197212","62.7974991479221","65.5835672681049","69.8535512614615","73.9469844919668","75.6709849251525","78.3285572280612","81.6466681327213","85.0395468117964","86.8345067800535","90.3618323002159","92.0990807459142","97.1734374912952","100.289058434642","103.597196424245","107.485377517364","112.669014286966","115.766148319443","117.931710506352","121.48351675674","126.124665877994","127.89818810438","129.655063783911","","","",
"Europe & Central Asia (excluding high income)","ECA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.154263255324","102.96089707738","93.5597845289723","92.3909145163096","88.9485156914875","89.0091217013043","84.4689417598616","85.1179313535276","87.0464827811061","88.1009714864651","92.0464847398747","91.7789984459747","95.8599422027306","98.2756442362377","100.635357576144","100.61624501557","108.535562001296","112.473340875454","108.133347357989","120.820282898448","118.807379739386","129.150842097419","128.281781634529","","","",
"Europe & Central Asia","ECS","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7272297081916","98.3751962086648","93.1396669802586","92.9175635344581","94.81847618025","94.6213495405669","93.4038021286838","95.0347500052868","95.5510763700353","94.9627568606137","96.451873379276","95.303753613775","99.8861215688445","98.6085440515723","98.9164807008718","98.7691088394332","103.529812339887","105.821524941815","103.549138219081","109.209024544367","106.230930702695","111.836780541176","112.359757658347","","","",
"Ecuador","ECU","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","32.7","33.2","33.51","39.86","41.53","38.47","37.26","39.95","39.89","39.77","38.72","37.84","37.73","41.6","42.15","42.78","44.01","42.04","42.02","44.71","43.7","54.46","46.6","50.42","52.16","54.21","55.31","60.98","63.45","56.65","52.96","62.32","66.57","73.44","74.94","80.23","85.79","79.72","91.29","84.52","93.48","91.15","96.04","99.68","98.29","102.03","106.29","111.87","117.48","123.15","122.13","117.48","113.08","118.82","121.92","114.35","",
"Egypt, Arab Rep.","EGY","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","17.45","20.74","21.47","21.5","21.72","22.37","21.86","24.34","25.48","25.52","26.46","27","27.23","27.8","28.9","29.81","29.03","29.91","31.55","31.86","32.12","34.29","35.54","35.7","38.18","41.57","43.85","43.18","44.33","53.66","54.83","58.94","61","61.66","67.06","73.27","76.29","76.18","80.98","84.93","81.89","86.91","92.14","95.45","98.59","105.97","109.91","115.57","115.28","107.68","111.65","118.75","114.75","120.11","121.08","124.98","",
"Euro area","EMU","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","60.4000304244859","63.6333639364922","65.1927732388691","64.7499488888463","66.2157650514964","67.2277935116826","71.4158722325057","72.6033611984504","71.3527911161368","75.1514134863438","74.9382578385182","74.6143847912065","79.8456231965953","81.9174459135158","81.024438386781","79.907911835735","79.7495030095795","85.2144806109563","89.473112885783","91.3664312084777","88.728981489928","93.4532460370988","92.0599049904467","95.4669978141076","94.3363190141687","94.9555960189295","97.048458221663","94.1481391595176","96.0012636561936","95.8198873081429","95.1401636634281","97.3113188832072","93.6677557767233","92.0383683899733","91.5967892580225","97.2413125601112","97.109894597488","97.0109372957673","100.819544020207","100.781720433935","98.8717692026256","99.1266542008709","97.5957058492146","102.014944786021","98.6602561685823","97.5824665249336","97.6775413161114","100.071534177676","102.130395837635","101.596067571538","102.816244678542","98.9580488081146","102.225553169225","101.968117976322","","","",
"Eritrea","ERI","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.19","82.64","76.33","73.33","75.62","106.32","95.78","80.06","89.52","75.11","83.81","86.26","108.26","105.48","122.86","93.22","103.32","102.11","102.39","104.36","104.12","103.35","102.85","104.59","",
"Spain","ESP","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","37.72","37.03","44.63","40.06","40.61","44.85","42.16","45.49","44.59","48.06","48.25","52.98","59.11","59.59","60.58","60.09","57.3","66.17","68.84","71.5","66.07","74.25","66.43","76.49","72.73","72.5","81.36","73.85","79.24","83.13","79.91","83.16","79.95","75.95","70.55","88.48","95.28","91.18","92.56","99.96","101.16","100.15","110.71","102.18","95.65","102.17","100.54","100.53","101.88","104","107","93.01","113.67","102.02","105.82","103.9","",
"Estonia","EST","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.51","139.1","119.76","110","99.99","92.19","86.56","91.37","84.51","86.32","94.48","96.06","94.58","101.51","103.92","108.84","109.39","119.62","118.79","128.36","128.79","133.23","139.83","157.47","129.45","",
"Ethiopia","ETH","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.82","51.79","57.54","67.07","67.98","62.92","67.76","69.87","75.25","84.84","87.48","92.61","102.65","104.74","107.06","114.99","122","137.53","138.58","147.09","150.28","157.56","168.7","161.89","",
"European Union","EUU","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","63.7330392858402","66.0971399845964","67.6259973389968","67.7055104479324","69.266501946102","71.1902792942335","74.5147250292306","75.7369015794204","74.5034131080729","77.2081245543331","77.5474658091172","78.3630600309437","82.9033611147949","85.2034679402501","84.2839331806181","84.5352091596684","84.6841123428534","89.8487183529943","93.6152048739295","94.0126615518945","92.1987482605914","97.1040564362094","95.659394198182","100.024467983935","98.1076329494709","99.1488902199038","99.2906336442537","97.7598002895548","99.488027723707","99.3722605580922","98.0965788673654","97.7309812317504","96.2209607370333","93.1356092049243","93.6856057600946","97.9014429196173","97.9640345519359","97.8983686432302","100.267313649878","99.4821342061538","98.4621455704822","98.295656956469","97.0351417758444","102.481142946743","98.5236798462489","97.7661296629887","96.8201400196242","100.663985686236","101.855477563993","100.874906476302","102.936123441423","98.8939529225242","102.68218222088","104.401421906443","","","",
"Fragile and conflict affected situations","FCS","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","30.8709890407707","32.9249710144161","33.2782275378059","34.4392284308507","34.9182700364713","34.7710711278516","37.4816437922982","37.8042993806357","38.9807448179321","38.9584045689438","40.3137337382538","41.8083156679985","41.4998152857496","44.2483196348096","45.7009890522076","47.1846918738238","47.3131857741289","49.6485966301026","49.6040766620286","53.5009435699569","55.964288264424","56.9852126005282","56.4008638780161","56.5746131463888","60.2692459603769","61.0364768708062","59.5946477442571","64.0238338514143","61.5306886898563","63.2136155928797","64.2487883496061","66.8095905630824","68.6983174006796","72.5840102386972","73.9322232282323","78.0054923778244","77.9642545710407","82.3664838157285","83.333674483335","86.0625755455586","88.6770212759827","92.9086655976483","95.3027933211873","97.3999171272043","101.162150439454","106.064216067287","107.626941058729","109.811487127302","113.164662511298","116.304209959649","118.756145749737","112.620206806953","114.407282364539","115.89544634816","","","",
"Finland","FIN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","86.84","87.02","92.79","95.04","95.47","90.74","91.58","91.57","96.07","93.58","96.97","96.1","90.81","94.7","97.41","102.74","95.95","97.63","100.68","101.54","97.79","103.74","111.7","108.93","105.05","105.46","95.17","97.42","104.54","108.55","98.45","92.61","96.22","97.97","94.94","96.04","99.59","88.87","92.04","98.74","97.62","100.76","97.69","97.56","101.94","100.5","101.22","100","100.59","93.42","97.16","93.03","99.06","101.22","98.22","97.26","",
"Fiji","FJI","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","50.83","60.95","69.79","70.65","64.69","63.56","62.89","75.28","71.46","77.39","71.89","64.96","67.83","62.65","62.94","64.89","73.56","75.52","92.95","85.25","93.73","96.15","71.22","103.86","87.42","105.34","85.73","88.86","104.95","107.89","96.09","99.38","97.67","103.81","106.7","104.67","99.77","81.8","100.78","100.57","92.47","97.2","90.62","97.17","98.65","104.18","95.2","93.32","87.12","81.09","93.08","76.52","85.81","87.72","84.85","83.03","",
"France","FRA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","68.31","78.55","73.05","73.72","78.59","74.38","79.98","83.56","78.73","85.03","84.77","83.63","92.06","91.68","86.84","86.89","83.31","90.19","98.14","98.02","95.03","101.53","97.27","104.24","101.4","100.36","103.08","100.89","100.12","101.26","95.48","102.64","95.13","95.33","98","103.28","103.3","103.68","105.33","103.27","98.03","104.19","97.03","103.75","99.46","96.78","95.67","99.31","101.42","100.61","102.59","100.69","100.14","105.07","104.58","96.07","",
"Faroe Islands","FRO","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","15.69","14.91","16.76","13.81","12.91","97","93.46","93.85","89.27","83.96","89.66","92.42","91.08","94.06","93.8","96.81","95.43","71.37","91.62","92.5","92.5","92.5","88","93.39","94.22","94.98","96.8","97.16","97.23","97.77","98.68","99.9","100.67","100.61","100.72","100.15","100.67","100.61","100.37","100.46","100.37","100.25","100.16","100.08","100.01","99.91","99.83","100.05","100.08","99.96","100.34","100.73","101.64","101.82","100.67","100.68","",
"Micronesia, Fed. Sts.","FSM","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07","0.07","105.78","106.06","106.17","106.2","106.28","106.27","106.27","106.45","106.44","103.51","99.87","96.63","98.28","96.88","96.58","96.21","95.84","94.49","100.26","112.47","127.2","100.7","",
"Gabon","GAB","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","44.66","45.31","46.27","46.83","47.56","48.64","49.42","50.97","50.77","52.39","53.85","54.67","54.9","55.72","56.1","57.97","62.38","66.15","69.09","71.73","69.99","70.86","72.95","74.21","74.67","78.16","79.05","81.96","83.32","84.22","91.34","89.39","87.57","88.78","86.01","89.3","90.91","94.39","93.83","97.31","96.71","98.83","100.03","99.64","100.04","100.32","103.06","105.13","106.37","108.85","114.12","114.15","118.15","117.31","118.14","119.32","",
"United Kingdom","GBR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","71.59","74.41","74.1","74.94","76.51","76.75","78.77","78.39","78.06","82.68","83.44","84.82","87.43","90.86","86.72","85.18","92.04","95.02","97.2","100.69","99.75","104.01","103.82","109.92","106.44","106.75","105.66","103.5","105.42","107.2","109.58","110.59","107.3","107.24","108.54","107.45","106.97","106.78","106.61","103.9","94.62","100.81","99.11","99.67","99.93","100.4","98.14","102.88","99.74","102.42","106.48","99.7","101.73","109.5","109.56","103.82","",
"Georgia","GEO","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.45","100.25","102.76","116.64","115.66","121.39","108.11","110.3","98.55","102.37","96.23","110.61","102.49","120.31","77.19","88.75","76.12","76.31","71.76","78.42","73.57","87.76","74.01","75.55","71.48","",
"Ghana","GHA","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","27.64","28.01","28.62","32.44","29.32","29.47","32.16","31.19","33.81","34.75","36.11","35.31","35.65","40.29","37.53","33.09","29.45","29.14","30.36","30.55","30.09","28.13","28.61","35.93","35.53","38.7","39.54","40.44","44.85","37.03","54.84","54.04","58.08","55.15","63.27","68.44","66.91","72.81","77.76","78.74","82.04","90.16","93.94","97.45","99.71","102.84","100.56","112.74","124.09","127.03","132.09","139.18","144.05","150.5","151.03","153.14","",
"Gibraltar","GIB","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","36.6","37.27","35.25","37.09","36.41","39.21","40.85","41.88","41.62","43.07","44.39","42.45","43","43.47","44.39","46.21","46.67","46.89","48.26","48.74","49.08","49.63","50.06","52.32","52.65","52.75","53.64","54.44","57.15","59.98","63.86","67.47","68.58","72.73","73.22","74.75","76.56","78.94","81.18","85.24","85.74","89.55","93.26","96.88","100.55","102.57","106.13","111.77","112.15","119.79","125.42","128.9","133.61","129.83","132.81","135.65","",
"Gambia, The","GMB","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","57.61","58.77","58.96","61.23","67.1","72.36","65.88","72.19","68.48","70.43","75.03","67.25","77.86","71.82","70.01","68.67","54.09","68.73","44.98","46.57","64.96","78.45","62.43","62.28","55.59","64.85","66.87","62.38","71.98","52.98","69.45","58.42","65.22","67.71","66.39","57.03","67.9","66.37","89.61","97.99","105.37","71.34","87.97","106.72","93.93","99.34","75.58","102.35","120.27","134.81","90.9","108.34","100.36","88.97","101.24","106.73","",
"Guinea-Bissau","GNB","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","35.31","35.48","34.43","33.53","30.87","29.53","29.02","29.2","27.91","28.47","26.21","28.13","27.35","28.34","32.12","35.88","33.98","32.57","33.94","34.4","37.41","41.71","38.52","45.36","44.99","48.54","48.33","47.51","52.4","54.47","63.22","66.68","68.06","68.54","71.38","73.52","78.37","80.39","84.16","88.48","90.62","90.97","91.94","95.47","100.21","104.31","105.42","119.38","122.41","128.05","126.27","132.76","139.1","136.77","140.22","143.35","",
"Equatorial Guinea","GNQ","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","106.53","121.34","126.54","133.84","135.01","143.41","130.51","143.74","116.06","136.23","99.38","62.94","68.57","68.93","59.26","48.75","49.12","49.33","49.36","55.69","62.03","54.99","56.12","60.08","58.18","59.97","66.61","66.46","61.94","86.41","83.77","81.17","78.22","80.01","83.62","84.76","86.26","83.97","91.08","91.51","91.82","89.25","93.25","97.83","101.23","100.94","105.68","107.22","106.41","109.58","111.04","112.84","114.24","115.94","116.63","117.26","",
"Greece","GRC","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","55.74","46.32","52.33","51.37","55.99","59.06","60.43","59.76","61.35","66.49","65.21","69.04","71.48","79.6","84.64","78.99","79.56","85.12","82.2","92.14","95.13","95.75","91.74","95.06","99.76","92.07","89.84","96.53","102.37","87.71","104.45","102.5","97.35","102.64","102.92","100.92","94.32","98.87","104.5","104.6","101.7","103.31","95.88","98.47","103.68","97.84","93.81","96.09","99.02","100.13","97.43","99.5","86.77","90.36","89.29","95.1","",
"Grenada","GRD","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","120.75","129.58","137.7","131.73","162.57","163.26","176.3","182.29","181.38","175.83","160.29","151.98","145.79","140.38","142.21","161.59","158.6","159.42","167.49","155.93","167.67","148.78","140","152.39","139.44","147.57","164.03","144.91","141.23","145.31","141.56","137.44","143.19","149.22","139.17","134.08","128.48","126.29","133.2","132.5","122.78","140.1","125.52","130.47","78.69","90.84","93.84","93.02","94.55","95.44","97.66","97.9","98.48","136.94","136.49","128.01","",
"Greenland","GRL","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","48.45","56.23","49.96","72.68","68","96.44","88.64","62.89","82.05","95.25","91.43","51.09","66.04","52.6","59.09","34.9","58.64","69.84","91.13","97.85","109.05","115.83","102.39","106.87","103.51","103.51","104.63","104.63","106.3","105.75","110.86","111.98","112.45","104.97","99.55","101.08","92.75","90.25","89.76","87.26","85.42","101.51","96.08","102.39","99.22","98.39","103.59","102.44","101.51","97.9","97.87","97.84","97.81","97.78","97.75","97.72","",
"Guatemala","GTM","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","17.14","17.69","19.39","20.38","19.93","20.67","21.32","23.97","24.98","26.06","26.64","28.28","29.52","30.21","31.56","33.7","34.84","34.66","32.54","35.47","37.16","39.25","37.86","38.55","40.02","40.4","42.26","44.12","47.72","51.79","52.75","53.19","56.58","59.34","66.61","69.82","71.18","73.94","73.12","74.41","82.93","91.02","92.56","96.59","100.37","103.04","111.95","115.05","121.45","120.26","123.74","132.98","142.84","153.4","159.75","161.54","",
"Guam","GUM","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","34.94","36.28","40.92","35.91","41.42","43.6","47.97","52.41","56.49","53.62","51.73","55.32","58.25","60.92","67.63","57.02","67.61","75.1","75.4","69.07","75.09","71.76","71.09","72.19","72.47","75.22","77.53","82.79","70.95","71.77","76.7","78.95","80.69","84.28","87.54","92.87","93.29","93.63","94.53","95.43","95.59","97.32","96.85","99.25","99.27","101.48","104.76","104.7","94.44","95.45","96.41","88.64","87.61","88.17","79.27","77.95","",
"Guyana","GUY","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","68.33","69.99","62.67","71.05","71.11","73.55","73.05","67.83","77.34","74.31","79.36","70.91","69.04","83.24","80.81","75.55","81.3","86.32","74.08","75.4","78.97","77.71","66.97","71.27","68.18","71.08","65.19","60.89","58.63","49.95","61.24","72.14","77.3","84.12","99.33","104.15","107.59","96.62","107.99","98.31","103.12","101.64","109.63","107.75","94.1","98.14","99.03","98.63","106.73","108.14","115.83","116.16","131.95","125.81","147.3","131.13","",
"High income","HIC","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","50.9214679098535","52.8651408557173","54.8555237401709","55.2653682746802","56.143271304798","57.7842823132327","60.2957867992493","61.4419606488852","61.1680857018278","62.1931249472567","63.894448128562","63.9596394570498","66.6954770288033","68.1124999057325","69.8898475980652","71.311074059519","72.6292864813473","75.2494957168861","77.9404811476709","76.7603654325622","78.9735663643483","81.0851151734943","77.2105274199466","82.1345057228498","83.5432920583805","82.9257320477789","82.7821224471173","80.7154082567488","83.9313259488097","85.5768980718514","84.8852563763937","88.1208720568968","84.9378156006935","88.5293291775669","87.6932791303376","91.5298566034752","93.0943682481007","94.2308301150074","96.4601303873645","97.170858724421","95.6151650101655","95.8613240920257","95.4518395984423","100.503094551626","99.7105513432957","99.8374150491711","101.415852839779","104.392055317919","104.817060734404","105.39087033374","106.300182237938","104.285400708034","108.665748453667","110.375957856352","","","",
"Hong Kong SAR, China","HKG","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","128.21","161.2","147.16","115.93","110.11","133.87","146.03","164.33","178.91","189.35","200.6","210.37","176.25","172.13","160.77","169.77","191","194.09","214.47","140.42","233.29","225.68","223.02","209.88","217.96","200.39","205.65","208.11","186.91","161.04","136.3","95.93","104.38","72.18","83.28","86.62","90.99","98.6","109.58","109.43","112.7","103.78","96.94","99.32","98.89","101.8","86.36","49.26","54.06","54.77","56.01","58.11","59.07","58.82","59.04","59.3","",
"Honduras","HND","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","30.97","30.71","30.7","33.07","32.9","38.59","45.04","48.24","50.08","48.95","53.75","56.87","54.83","49.31","41.15","48.01","52.26","57.68","56.07","62.25","65.12","62.5","57.41","56.81","58.74","57.89","63.14","64.18","65.08","67.09","67.71","68.29","69.32","72.74","72.95","80.61","77.82","77.02","65.68","71.67","73.92","81.55","91.13","96.91","101.48","101.62","106.61","110.15","104.16","108.38","112.77","118.27","116.67","118.44","118.79","119.57","",
