"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"AG.PRD.FOOD.XD","Food production index (2004-2006 = 100)","Food production index covers food crops that are considered edible and that contain nutrients. Coffee and tea are excluded because, although edible, they have no nutritive value.","Food and Agriculture Organization, electronic files and web site.",
